mjd,mag,magerr,expid,ra,dec,programid,catflags
58643.25984,19.83984,0.09396,88925621,249.72053,28.45218,2,0
58643.28126,19.88611,0.09737,88927763,249.72057,28.45218,2,0
58643.29794,19.91225,0.09935,88929431,249.72055,28.45222,2,0
58644.27808,19.76590,0.08875,89027446,249.72057,28.45218,2,0
58644.27899,19.94138,0.10159,89027538,249.72059,28.45216,1,0
58644.29907,19.81316,0.09205,89029546,249.72058,28.45224,2,0
58645.29769,19.86142,0.09554,89129409,249.72055,28.45220,2,0
58645.31870,19.77204,0.08917,89131511,249.72057,28.45217,2,0
58646.23661,19.77699,0.08952,89223304,249.72058,28.45216,2,0
58646.27982,19.83924,0.09392,89227625,249.72062,28.45217,2,0
58646.29803,19.73787,0.08685,89229445,249.72055,28.45226,2,32768
58647.25823,19.95335,0.10253,89325467,249.72061,28.45216,2,0
58647.27578,19.84585,0.09440,89327223,249.72062,28.45223,2,0
58647.27670,19.88451,0.09725,89327314,249.72053,28.45218,1,0
58648.23481,19.87140,0.09627,89423128,249.72038,28.45222,2,0
58648.25679,19.67347,0.08263,89425326,249.72068,28.45222,2,0
58650.27613,19.85245,0.09488,89627265,249.72060,28.45221,1,0
58652.29664,19.69716,0.08416,89829320,249.72058,28.45211,2,0
58652.31815,19.79429,0.09072,89831472,249.72056,28.45217,2,0
58653.21019,19.89493,0.09803,89920678,249.72061,28.45219,2,0
58653.21110,19.84893,0.09462,89920769,249.72053,28.45222,1,0
58653.22916,19.85711,0.09522,89922575,249.72061,28.45214,2,0
58654.21524,19.83827,0.09385,90021186,249.72056,28.45218,2,0
58655.19657,19.77980,0.08971,90119321,249.72060,28.45220,2,0
58655.21355,19.90529,0.09882,90121019,249.72059,28.45220,2,0
58657.25589,19.89768,0.09824,90325260,249.72060,28.45222,2,0
58657.34660,19.75305,0.08788,90334331,249.72058,28.45213,1,0
58657.34752,19.89472,0.09802,90334423,249.72056,28.45216,2,0
58660.25175,19.95913,0.10298,90624855,249.72055,28.45219,1,0
58660.25298,19.96185,0.10320,90624979,249.72057,28.45217,2,0
58661.30972,19.85715,0.09522,90730656,249.72052,28.45219,2,0
58661.31952,19.89361,0.09793,90731636,249.72059,28.45219,2,0
58663.30605,19.93722,0.10127,90930296,249.72059,28.45217,2,0
58663.30744,19.86600,0.09588,90930435,249.72059,28.45220,1,0
58665.25870,19.90557,0.09884,91125568,249.72058,28.45218,2,0
58666.25871,19.91573,0.09961,91225572,249.72059,28.45216,2,0
58666.25961,19.91795,0.09978,91225663,249.72058,28.45220,1,0
58668.18059,19.77424,0.08933,91417768,249.72057,28.45220,2,0
58669.31987,19.97171,0.10398,91531701,249.72059,28.45220,1,0
58669.33048,19.93319,0.10096,91532762,249.72060,28.45215,2,0
58670.31494,19.81184,0.09196,91631212,249.72059,28.45218,2,0
58671.19386,19.85893,0.09536,91719108,249.72057,28.45217,2,0
58672.20971,19.90551,0.09883,91820697,249.72061,28.45218,2,0
58672.21435,19.78628,0.09016,91821162,249.72058,28.45217,1,0
58674.22688,19.81738,0.09235,92022423,249.72059,28.45217,2,0
58675.24648,19.97804,0.10448,92124388,249.72059,28.45216,1,0
58678.23085,19.85797,0.09528,92422839,249.72059,28.45215,1,0
58680.25638,19.86077,0.09549,92625402,249.72062,28.45221,2,0
58681.27054,19.85836,0.09531,92726822,249.72063,28.45215,2,0
58681.27145,19.73153,0.08643,92726914,249.72058,28.45222,1,0
58682.25486,19.97042,0.10388,92825260,249.72048,28.45220,2,0
