# sdss_name            z_dr12               i                    W3                   f1450                 rew                  fwhm                
  021211.68+050917.4   2.289534281386716    20.473842974         -99.0                1.6212044808541601    2.2891967107502493   3083.493793841204   
  123606.20+142752.2   3.525                20.488953709999997   -99.0                1.1921775125852043    2.9357229502455504   4865.187280691634   
  111033.08+271655.5   3.8587852279439536   20.499973262         -99.0                1.601723953402779     2.975442055378387    3294.3928004759873  
  114217.63+544226.3   3.847064571888272    20.502148097000003   17.750999999999998   0.8647653694515175    3.9058415191171343   4567.130856208324   
  000926.57+310306.9   2.4220038616244666   20.503527035999998   -99.0                1.6472948722408192    2.768889255613274    4680.731895180544   
  104832.54+275858.5   2.672                20.510538691999997   -99.0                1.1354784861089497    2.0114294142795863   3956.008572569455   
  132921.39+084520.7   2.2205370770050967   20.530572483         -99.0                3.4490705291047834    4.816950957557879    3330.0184411299115  
  170938.06+310621.1   2.893                20.543213334         17.92                1.631994663170749     1.444847566657793    3197.0702483536484  
  225537.61-000144.1   2.4120194432962143   20.543235921         17.674               1.908494499543305     4.575752409348322    2701.7049661382584  
  144431.65+265450.1   2.685898419438844    20.547324195999998   -99.0                1.6185244442462836    2.7827051427210936   4068.3522151431944  
  160413.68+134823.1   2.6216743718560456   20.569502999999997   -99.0                1.3090096041850674    3.4395546104449366   4883.061244920314   
  154143.81+302121.2   3.336300045239882    20.590805276         17.732               1.021938336097771     4.899148309755104    8034.286212852479   
  133615.61+645612.8   3.35                 20.59115959          18.247999999999998   2.540026839834375     4.807419413558787    19943.793060182303  
  112430.11+503835.3   4.086827379807943    20.637505447         -99.0                0.6887321716003324    4.916843674547328    7470.006568885982   
  164246.23+315657.4   2.9473724627362765   20.660231579999998   -99.0                1.0052415514166175    1.3016704184049956   2353.5797373609016  
  151337.80+403826.6   2.687181684963114    20.680043005         -99.0                1.0801655468795426    4.813149529023873    2872.54508037179    
  122442.01+563013.7   1.607650637626648    20.695965421         17.78                3.0882229388747198    2.9929276620290386   2865.134287754523   
  133937.50+075841.7   2.2819079702484437   20.723337416         17.691000000000003   0.9825907863093883    2.332647099120559    5595.759125975132   
  021859.64+002427.8   3.5977861427559934   20.72835633          -99.0                0.6558773448297153    2.8592601539416074   6829.728630532167   
  110624.81+072821.4   2.636920545471471    20.75100349          -99.0                1.7455948239317003    4.937616771796392    11175.658684735605  
  141835.22+091201.4   2.6761637837102823   20.774688155         -99.0                1.6413223525398952    4.500303231149422    4583.285805469817   
  224552.46+085031.2   2.476                20.820322            -99.0                1.1451043772089724    3.8665723356682906   4333.713853785664   
  092715.56+362921.3   2.7379903805234664   20.858556254         17.759999999999998   1.0108277543851325    4.575878650062311    4291.630677073416   
  120422.05+274407.2   2.627833032774291    20.876042745         -99.0                1.4061610053990017    2.446764679715393    3243.303123332158   
  091237.63+303210.5   3.055000794911347    20.888826777         -99.0                0.984556010607699     4.094995002881289    4246.866421513931   
  021149.15-010956.7   3.561834107486861    20.975199789999998   -99.0                0.6612321287269556    3.5906676920350997   2943.663602207305   
  080830.06+333339.9   2.550607204437256    20.979031305         -99.0                0.8157883425438242    3.2832482425275358   12311.53731882328   
  004437.66+160748.8   2.915913981203434    21.023172082000002   -99.0                0.6064954707981375    4.4179729507891246   2251.729573957591   
  135626.90+230601.4   1.9663193765985696   21.069457457000002   -99.0                1.4080120609751194    3.8036875377612147   2731.5192352757035  
  015150.57+104550.2   3.0907745239542193   21.13256422          -99.0                0.982082649485475     2.8307419852708926   3873.69463690056    
  000246.35-072949.6   2.510629960015563    21.15062039          -99.0                1.7667187114366023    2.3168600122248457   3410.0603150370694  
  224916.33+300647.6   2.740647692761752    21.155647819         -99.0                0.2991637521561128    3.0804182061953957   2142.6653538014293  
  233027.26-022228.9   3.284433224842126    21.22176618          -99.0                0.5538082428863902    1.8990764285966306   3371.861538129865   
  074202.76+490015.6   2.34118917801148     21.221822963999998   16.139               1.4672163558929814    2.4630224560990217   4558.409851430443   
  110517.00+461857.8   3.954915266031035    21.281431532         -99.0                0.41980461044179557   4.497181582949346    2624.972746620091   
  142120.50+522737.4   1.775                21.307904575         17.555               0.4050705751706716    3.4066513444895863   3844.022681075289   
  114237.86+044653.4   3.73                 21.354963063         -99.0                0.30284570783889936   0.0                  2603.132750010073   
  092749.16+563135.6   1.935489058494568    21.370111532         -99.0                0.7065349306693849    3.5856430020429984   3639.5931939754787  
  093416.63+512922.0   2.01938714452372     21.391138064         -99.0                1.2272146718980794    1.9189050960631717   2065.7047106959913  
  111017.93+205603.2   2.5506576942820236   21.535122584         -99.0                0.7087018850779214    4.639650374979016    6869.88641769899    
  003555.63+000416.1   1.5368642955074971   21.570042034         -99.0                1.3057971299652695    4.773042554076769    2003.843839855151   
  133746.43+501607.1   2.354                21.70598556          -99.0                0.7351789083086301    4.821567010701259    5195.063804565251   
  083138.85+351813.3   2.9500263325548763   21.739650256         -99.0                0.5230211953498163    4.785378427709678    6164.584967675003   
  001823.10+291501.9   2.370934952512896    21.92498139          -99.0                0.677043864329651     2.662453912653469    2109.3007817633434  
